project_id,floor_no,element_type,planned_start_day,cycle_time_days,actual_start_day,formwork_type,area_sqm,quantity,cost_per_sqm,total_cost,optimized_quantity,optimized_cost,cost_saving
P013,34,Slab,160,4,162,Aluminum,72.61,5,1100,399355.0,4,319484.0,79871.0
P027,23,Wall,284,6,282,Timber,68.68,10,600,412080.00000000006,7,288456.0,123624.00000000006
P006,25,Wall,82,6,81,Steel,70.55,20,850,1199350.0,15,899512.5,299837.5
P017,7,Wall,7,8,6,Steel,67.7,21,850,1208445.0,15,863175.0,345270.0
P036,19,Wall,182,7,185,Steel,16.64,17,850,240448.0,12,169728.0,70720.0
P099,7,Wall,358,8,356,Aluminum,64.35,22,1100,1557269.9999999998,17,1203344.9999999998,353925.0
P081,8,Column,14,9,15,Aluminum,80.51,7,1100,619927.0,5,442805.0,177122.0
P002,14,Beam,183,6,188,Aluminum,10.04,19,1100,209836.0,15,165660.0,44176.0
P077,1,Beam,314,4,315,Timber,90.25,6,600,324900.0,5,270750.0,54150.0
P052,13,Slab,44,8,42,Aluminum,95.7,10,1100,1052700.0,8,842160.0,210540.0
P066,3,Column,174,8,179,Timber,21.54,24,600,310176.0,22,284328.0,25848.0
P052,28,Wall,14,8,13,Aluminum,58.15,18,1100,1151370.0,15,959475.0,191895.0
P092,15,Wall,300,7,305,Timber,19.95,22,600,263340.0,19,227430.0,35910.0
P043,3,Wall,73,9,78,Timber,35.47,8,600,170256.0,6,127692.0,42564.0
P090,4,Column,223,7,226,Aluminum,65.93,12,1100,870276.0000000001,10,725230.0000000001,145046.0
P022,5,Slab,2,4,6,Timber,37.26,6,600,134136.0,5,111779.99999999999,22356.000000000015
P055,26,Column,210,4,214,Steel,42.9,6,850,218789.99999999997,5,182325.0,36464.99999999997
P067,25,Slab,261,4,261,Steel,77.15,21,850,1377127.5,16,1049240.0,327887.5
P099,10,Beam,90,8,92,Aluminum,61.75,8,1100,543400.0,6,407550.0,135850.0
P060,8,Slab,343,4,341,Steel,56.62,20,850,962539.9999999999,18,866286.0,96253.99999999988
P058,12,Beam,334,9,337,Aluminum,39.18,6,1100,258587.99999999997,5,215490.0,43097.99999999997
P012,3,Slab,252,7,252,Timber,73.37,23,600,1012506.0000000001,18,792396.0,220110.00000000012
P088,27,Beam,333,6,335,Steel,48.16,10,850,409360.0,8,327488.0,81872.0
P069,23,Beam,355,4,360,Timber,90.89,6,600,327204.0,5,272670.0,54534.0
P084,33,Wall,47,5,47,Aluminum,64.14,13,1100,917202.0,10,705540.0,211662.0
P039,14,Slab,335,7,335,Aluminum,58.45,10,1100,642950.0,7,450065.00000000006,192884.99999999994
P013,23,Wall,163,3,165,Timber,82.28,10,600,493680.0,7,345576.0,148104.0
P041,31,Beam,116,6,116,Aluminum,53.69,12,1100,708708.0,9,531531.0,177177.0
P057,13,Wall,79,7,78,Steel,35.14,5,850,149345.0,4,119476.0,29869.0
P053,12,Column,8,4,11,Aluminum,23.96,20,1100,527120.0,15,395340.00000000006,131779.99999999994
P012,18,Wall,23,8,21,Steel,60.56,14,850,720664.0,11,566236.0000000001,154427.99999999988
P013,21,Slab,269,9,273,Aluminum,48.24,23,1100,1220472.0,19,1008216.0000000001,212255.99999999988
P074,1,Wall,279,5,282,Steel,45.76,22,850,855711.9999999999,19,739024.0,116687.99999999988
P097,9,Column,31,3,35,Aluminum,41.45,20,1100,911900.0,14,638330.0000000001,273569.9999999999
P057,23,Wall,170,6,169,Aluminum,70.45,5,1100,387475.0,4,309980.0,77495.0
P040,14,Beam,130,4,129,Timber,56.71,19,600,646494.0,17,578442.0,68052.0
P080,11,Beam,157,7,161,Timber,58.35,20,600,700200.0,13,455130.00000000006,245069.99999999994
P045,7,Beam,22,7,24,Steel,37.73,15,850,481057.49999999994,13,416916.49999999994,64141.0
P035,31,Slab,126,6,128,Timber,65.23,10,600,391380.00000000006,9,352242.00000000006,39138.0
P003,24,Wall,169,5,171,Timber,46.32,18,600,500256.0,15,416880.0,83376.0
P005,26,Beam,166,8,166,Steel,79.25,20,850,1347250.0,13,875712.5,471537.5
P090,30,Wall,157,9,157,Timber,57.66,8,600,276768.0,6,207576.0,69192.0
P011,34,Column,330,4,334,Steel,36.05,12,850,367710.0,8,245139.99999999997,122570.00000000003
P071,5,Column,22,6,20,Steel,23.3,23,850,455515.0,21,415905.0,39610.0
P056,5,Slab,264,6,264,Steel,72.99,23,850,1426954.5,21,1302871.5,124083.0
P010,19,Wall,303,7,301,Steel,43.4,5,850,184450.0,4,147560.0,36890.0
P034,28,Column,263,6,262,Aluminum,15.9,7,1100,122430.0,7,122430.0,0.0
P067,26,Slab,212,3,210,Aluminum,92.34,12,1100,1218888.0,8,812592.0,406296.0
P072,23,Slab,164,3,162,Steel,44.8,17,850,647359.9999999999,11,418879.99999999994,228479.99999999994
P031,30,Beam,136,4,141,Timber,77.13,23,600,1064393.9999999998,18,833004.0,231389.99999999977
P075,3,Column,252,6,257,Steel,51.3,5,850,218025.0,5,218025.0,0.0
P071,28,Wall,205,7,207,Steel,90.18,17,850,1303101.0000000002,14,1073142.0,229959.00000000023
P066,33,Column,344,8,349,Timber,12.62,14,600,106007.99999999999,13,98436.0,7571.999999999985
P070,3,Column,302,4,302,Steel,33.35,20,850,566950.0,15,425212.5,141737.5
P041,5,Wall,242,5,243,Aluminum,59.12,13,1100,845415.9999999999,10,650319.9999999999,195096.0
P063,19,Wall,320,7,325,Steel,39.09,6,850,199359.00000000003,6,199359.00000000003,0.0
P032,1,Beam,279,5,280,Aluminum,76.84,12,1100,1014288.0,8,676192.0,338096.0
P020,9,Slab,61,4,63,Timber,71.96,7,600,302232.0,5,215879.99999999997,86352.00000000003
P057,5,Wall,306,3,309,Timber,12.3,24,600,177120.00000000003,18,132840.0,44280.00000000003
P098,34,Wall,302,7,305,Timber,64.05,6,600,230579.99999999997,4,153720.0,76859.99999999997
P050,33,Column,299,8,302,Aluminum,85.23,8,1100,750024.0,7,656271.0,93753.0
P080,25,Wall,95,7,94,Steel,38.41,20,850,652970.0,15,489727.5,163242.5
P025,29,Wall,148,4,147,Timber,22.54,12,600,162288.0,9,121715.99999999999,40572.000000000015
P012,25,Column,259,7,258,Timber,76.45,19,600,871530.0,16,733920.0,137610.0
P071,9,Column,30,7,28,Timber,91.04,20,600,1092480.0,13,710112.0,382368.0
P039,3,Column,18,4,22,Steel,69.12,22,850,1292544.0,20,1175040.0,117504.0
P017,15,Beam,187,9,187,Steel,86.14,14,850,1025066.0,11,805409.0,219657.0
P045,4,Slab,212,6,211,Aluminum,99.88,23,1100,2526963.9999999995,20,2197360.0,329603.99999999953
P011,20,Wall,35,4,36,Aluminum,54.94,18,1100,1087812.0,13,785642.0,302170.0
P070,23,Column,147,7,152,Steel,94.18,23,850,1841219.0000000002,16,1280848.0,560371.0000000002
P023,8,Column,282,8,280,Steel,40.99,18,850,627147.0,16,557464.0,69683.0
P091,33,Slab,35,8,34,Timber,77.11,7,600,323862.0,5,231330.0,92532.0
P070,33,Beam,76,4,75,Timber,91.13,18,600,984204.0,12,656136.0,328068.0
P038,7,Wall,72,7,77,Aluminum,56.88,6,1100,375408.00000000006,5,312840.00000000006,62568.0
P002,22,Beam,249,5,252,Timber,66.38,6,600,238967.99999999997,5,199140.0,39827.99999999997
P086,5,Beam,57,5,60,Steel,97.34,7,850,579173.0,6,496433.99999999994,82739.00000000006
P084,15,Beam,357,3,362,Steel,32.61,6,850,166311.0,5,138592.5,27718.5
P089,21,Column,305,9,305,Aluminum,42.04,10,1100,462440.0,7,323707.99999999994,138732.00000000006
P079,25,Slab,10,4,10,Steel,79.5,8,850,540600.0,7,473025.0,67575.0
P093,17,Slab,213,4,211,Aluminum,40.69,5,1100,223795.0,4,179036.0,44759.0
P072,7,Slab,361,5,362,Timber,55.07,7,600,231294.0,6,198252.0,33042.0
P037,19,Beam,237,5,239,Aluminum,14.54,20,1100,319879.99999999994,15,239910.0,79969.99999999994
P049,7,Wall,234,5,237,Steel,60.89,19,850,983373.5000000001,12,621078.0,362295.5000000001
P052,24,Beam,223,8,224,Timber,66.41,15,600,597690.0,11,438306.0,159384.0
P033,11,Slab,104,8,108,Steel,17.43,23,850,340756.5,16,237048.0,103708.5
P022,1,Column,327,3,330,Steel,31.95,8,850,217260.0,7,190102.5,27157.5
P005,32,Beam,98,3,98,Timber,48.99,5,600,146970.0,4,117576.0,29394.0
P018,2,Column,226,6,226,Steel,80.31,6,850,409581.0,5,341317.5,68263.5
P038,15,Slab,222,8,224,Steel,11.95,14,850,142205.0,9,91417.5,50787.5
P037,21,Beam,324,4,329,Timber,39.82,7,600,167244.0,5,119460.0,47784.0
P094,24,Column,334,3,335,Steel,10.44,21,850,186353.99999999997,17,150858.0,35495.99999999997
P095,17,Beam,280,7,281,Aluminum,56.92,16,1100,1001792.0,14,876568.0,125224.0
P064,9,Slab,43,4,45,Steel,54.89,6,850,279939.0,4,186626.0,93313.0
P010,20,Wall,351,6,351,Steel,77.98,17,850,1126811.0,16,1060528.0,66283.0
P079,19,Slab,348,5,346,Timber,10.35,8,600,49680.0,7,43470.0,6210.0
P042,18,Wall,153,6,154,Aluminum,78.28,19,1100,1636052.0,17,1463836.0,172216.0
P048,20,Wall,339,4,338,Steel,90.21,21,850,1610248.4999999998,13,996820.5,613427.9999999998
P044,30,Slab,290,5,295,Timber,38.57,15,600,347130.0,11,254562.0,92568.0
P082,1,Column,224,6,225,Steel,40.03,5,850,170127.5,5,170127.5,0.0
P087,24,Beam,119,6,123,Steel,10.1,6,850,51509.99999999999,5,42925.0,8584.999999999993
P097,24,Beam,214,4,215,Steel,48.62,14,850,578578.0,10,413270.0,165308.0
P016,19,Beam,53,3,58,Aluminum,65.17,11,1100,788557.0,10,716870.0,71687.0
P054,30,Wall,220,7,224,Timber,21.04,15,600,189359.99999999997,12,151488.0,37871.99999999997
P035,26,Wall,243,6,248,Aluminum,69.14,23,1100,1749242.0,21,1597134.0,152108.0
P098,29,Slab,53,7,54,Steel,42.92,14,850,510748.0,10,364820.00000000006,145927.99999999994
P028,13,Column,117,8,117,Aluminum,70.57,6,1100,465761.99999999994,5,388134.99999999994,77627.0
P002,4,Slab,331,8,330,Steel,32.6,18,850,498780.00000000006,14,387940.0,110840.00000000006
P094,17,Slab,42,4,46,Aluminum,79.72,11,1100,964612.0,9,789228.0,175384.0
P013,33,Column,247,9,248,Timber,59.4,17,600,605880.0,12,427680.0,178200.0
P041,5,Wall,291,4,289,Aluminum,57.99,6,1100,382734.0,5,318945.0,63789.0
P080,28,Slab,248,9,251,Timber,53.93,10,600,323580.0,9,291222.0,32358.0
P059,24,Slab,101,9,105,Steel,85.78,5,850,364565.0,4,291652.0,72913.0
P069,17,Wall,87,9,90,Timber,59.88,15,600,538920.0,12,431136.00000000006,107783.99999999994
P092,11,Beam,353,3,352,Steel,24.36,11,850,227765.99999999997,10,207060.0,20705.99999999997
P053,12,Column,84,9,86,Aluminum,66.32,9,1100,656567.9999999999,7,510663.99999999994,145903.99999999994
P045,13,Column,261,5,259,Aluminum,56.27,22,1100,1361734.0,18,1114146.0,247588.0
P020,8,Beam,221,7,223,Timber,16.2,24,600,233279.99999999997,20,194400.0,38879.99999999997
P024,1,Column,154,6,155,Aluminum,62.3,16,1100,1096480.0,13,890890.0,205590.0
P061,9,Beam,51,5,55,Aluminum,17.14,22,1100,414788.00000000006,16,301664.0,113124.00000000006
P091,28,Slab,38,8,43,Steel,75.23,13,850,831291.5,11,703400.5000000001,127890.99999999988
P094,2,Column,259,8,259,Aluminum,68.93,6,1100,454938.00000000006,5,379115.00000000006,75823.0
P058,14,Column,187,7,188,Steel,54.39,22,850,1017092.9999999999,14,647241.0,369851.9999999999
P027,13,Slab,13,7,14,Timber,77.39,6,600,278604.0,6,278604.0,0.0
P026,2,Wall,223,9,225,Aluminum,35.27,6,1100,232782.0,5,193985.00000000003,38796.99999999997
P007,4,Wall,87,5,88,Timber,50.18,18,600,541944.0,14,421512.0,120432.0
P042,12,Slab,259,5,257,Aluminum,11.38,11,1100,137698.0,8,100144.0,37554.0
P047,10,Column,181,3,181,Timber,98.95,5,600,296850.0,4,237480.0,59370.0
P053,3,Column,311,6,313,Timber,15.06,13,600,117468.0,9,81324.0,36144.0
P059,4,Column,173,6,172,Steel,19.4,16,850,263840.0,13,214370.0,49470.0
P038,6,Beam,322,6,325,Aluminum,54.54,5,1100,299970.0,4,239976.0,59994.0
P069,23,Wall,195,9,196,Timber,43.83,5,600,131490.0,5,131490.0,0.0
P087,5,Column,340,8,343,Steel,57.91,13,850,639905.4999999999,10,492234.99999999994,147670.49999999994
P092,3,Wall,245,8,249,Timber,85.15,20,600,1021800.0,15,766350.0,255450.0
P098,10,Wall,329,5,334,Timber,24.28,21,600,305928.0,16,233088.0,72840.0
P053,19,Column,196,3,198,Timber,67.56,5,600,202680.0,4,162144.0,40536.0
P015,14,Slab,62,4,67,Aluminum,11.62,9,1100,115038.0,8,102256.0,12782.0
P096,21,Slab,25,3,30,Aluminum,81.1,20,1100,1784200.0,13,1159730.0,624470.0
P026,28,Wall,52,8,55,Timber,83.41,9,600,450413.99999999994,8,400368.0,50045.99999999994
P048,21,Beam,50,9,51,Timber,44.14,11,600,291324.0,7,185388.0,105936.0
P095,24,Wall,295,5,299,Timber,25.6,24,600,368640.00000000006,17,261120.00000000003,107520.00000000003
P019,17,Wall,52,3,53,Aluminum,83.0,21,1100,1917300.0,15,1369500.0,547800.0
P009,22,Slab,332,5,334,Timber,91.83,10,600,550980.0,8,440784.0,110196.0
P064,19,Column,40,7,38,Timber,16.78,7,600,70476.0,5,50340.0,20136.0
P093,10,Column,232,7,231,Timber,62.18,11,600,410388.0,8,298464.0,111924.0
P054,11,Beam,60,4,61,Timber,94.43,18,600,1019844.0000000001,13,736554.0000000001,283290.0
P051,2,Slab,216,8,214,Aluminum,67.94,21,1100,1569414.0,19,1419946.0,149468.0
P039,33,Slab,340,9,341,Steel,83.83,18,850,1282599.0,16,1140088.0,142511.0
P004,31,Wall,197,7,198,Steel,30.68,24,850,625872.0,21,547638.0,78234.0
P003,23,Slab,276,4,274,Timber,19.21,16,600,184416.0,12,138312.0,46104.0
P064,26,Wall,341,6,342,Steel,43.86,13,850,484652.99999999994,12,447371.99999999994,37281.0
P029,25,Beam,2,5,1,Steel,45.56,10,850,387260.0,7,271082.0,116178.0
P011,17,Slab,106,9,109,Aluminum,80.76,6,1100,533016.0000000001,4,355344.0,177672.00000000012
P097,15,Slab,216,6,218,Timber,46.57,10,600,279420.0,7,195594.0,83826.0
P058,4,Wall,265,6,269,Aluminum,31.29,13,1100,447447.0,11,378609.0,68838.0
P075,22,Slab,167,4,171,Steel,89.77,15,850,1144567.5,10,763045.0,381522.5
P027,17,Column,247,5,252,Steel,80.44,5,850,341870.0,4,273496.0,68374.0
P097,22,Beam,210,4,213,Timber,70.06,16,600,672576.0,11,462396.00000000006,210179.99999999994
P021,17,Column,58,3,56,Timber,28.64,9,600,154656.0,8,137472.0,17184.0
P039,14,Wall,43,6,46,Aluminum,28.43,17,1100,531641.0,15,469095.0,62546.0
P095,14,Wall,138,5,138,Timber,54.22,19,600,618108.0,17,553044.0,65064.0
P046,17,Wall,109,6,113,Steel,57.78,17,850,834921.0,11,540243.0,294678.0
P066,8,Beam,48,3,49,Aluminum,33.05,6,1100,218129.99999999997,5,181775.0,36354.99999999997
P091,34,Slab,126,8,128,Aluminum,21.1,13,1100,301730.0,11,255310.00000000003,46419.99999999997
P036,26,Column,214,3,219,Timber,42.69,12,600,307368.0,8,204912.0,102456.0
P075,30,Slab,128,8,127,Timber,48.62,8,600,233376.0,7,204203.99999999997,29172.00000000003
P082,22,Wall,198,5,197,Steel,14.73,19,850,237889.5,17,212848.5,25041.0
P065,16,Slab,202,5,202,Aluminum,60.82,9,1100,602118.0,6,401412.0,200706.0
P063,30,Beam,192,9,197,Aluminum,10.18,14,1100,156771.99999999997,11,123177.99999999999,33593.999999999985
P099,16,Wall,107,3,110,Aluminum,23.61,13,1100,337623.0,9,233739.0,103884.0
P035,24,Slab,194,6,193,Aluminum,23.23,8,1100,204424.0,8,204424.0,0.0
P031,6,Column,327,7,330,Steel,71.88,5,850,305490.0,4,244391.99999999997,61098.00000000003
P028,4,Wall,238,6,240,Steel,53.73,15,850,685057.5,12,548046.0,137011.5
P001,18,Wall,132,7,132,Steel,85.24,15,850,1086810.0,10,724540.0,362270.0
P025,6,Beam,357,4,362,Timber,33.84,13,600,263952.00000000006,12,243648.00000000003,20304.00000000003
P043,26,Beam,83,5,86,Steel,28.95,9,850,221467.5,6,147645.0,73822.5
P084,27,Column,284,3,282,Steel,82.26,23,850,1608183.0,18,1258578.0,349605.0
P067,11,Slab,222,4,225,Steel,49.98,7,850,297380.99999999994,6,254898.0,42482.99999999994
P063,16,Slab,106,6,109,Steel,34.68,12,850,353736.0,9,265302.0,88434.0
P051,19,Wall,294,7,294,Timber,47.64,20,600,571680.0,13,371592.00000000006,200087.99999999994
P002,15,Wall,66,8,64,Aluminum,48.27,21,1100,1115037.0,19,1008843.0000000001,106193.99999999988
P082,26,Slab,195,5,194,Aluminum,61.49,8,1100,541112.0,6,405834.0,135278.0
P064,31,Slab,188,7,192,Timber,13.39,19,600,152646.00000000003,15,120510.00000000001,32136.000000000015
P074,19,Slab,47,6,49,Steel,32.32,17,850,467024.00000000006,15,412080.0,54944.00000000006
P069,24,Wall,362,9,365,Aluminum,52.02,13,1100,743886.0,11,629442.0,114444.0
P009,9,Beam,359,6,360,Aluminum,58.81,14,1100,905674.0,10,646910.0,258764.0
P002,23,Beam,25,3,25,Aluminum,24.29,6,1100,160314.0,5,133595.0,26719.0
P034,4,Column,66,4,65,Aluminum,27.43,10,1100,301730.0,7,211211.0,90519.0
P060,10,Slab,335,5,338,Steel,75.48,24,850,1539792.0,18,1154844.0,384948.0
P061,9,Slab,67,3,69,Aluminum,80.7,9,1100,798930.0000000001,7,621390.0,177540.00000000012
P031,19,Slab,197,7,198,Timber,16.76,21,600,211176.00000000003,18,181008.0,30168.00000000003
P010,15,Column,246,9,246,Timber,99.11,8,600,475728.0,7,416262.0,59466.0
P076,34,Slab,296,4,298,Aluminum,48.98,12,1100,646536.0,11,592658.0,53878.0
P036,19,Beam,100,5,99,Steel,62.72,5,850,266560.0,5,266560.0,0.0
P085,21,Slab,178,7,182,Aluminum,63.43,8,1100,558184.0,8,558184.0,0.0
P049,34,Column,115,5,118,Aluminum,41.14,22,1100,995588.0,18,814572.0,181016.0
P070,17,Wall,168,5,171,Aluminum,59.03,17,1100,1103861.0,14,909062.0000000001,194798.99999999988
P049,18,Wall,119,8,124,Timber,62.51,22,600,825132.0,15,562590.0,262542.0
P003,17,Beam,165,8,168,Timber,78.47,7,600,329574.0,6,282492.0,47082.0
P074,2,Beam,219,9,219,Steel,69.56,22,850,1300772.0000000002,17,1005142.0,295630.00000000023
P005,1,Beam,197,4,200,Aluminum,50.2,14,1100,773080.0000000001,12,662640.0000000001,110440.0
P090,10,Wall,318,8,318,Aluminum,27.22,23,1100,688665.9999999999,16,479072.0,209593.99999999988
P061,5,Slab,237,7,242,Aluminum,12.26,6,1100,80916.0,6,80916.0,0.0
P085,12,Column,169,8,172,Aluminum,68.67,18,1100,1359666.0,12,906444.0,453222.0
P090,31,Column,76,9,74,Timber,52.99,23,600,731262.0,18,572292.0,158970.0
P026,9,Slab,287,9,291,Steel,96.9,9,850,741285.0,8,658920.0,82365.0
P072,26,Wall,33,3,36,Timber,18.85,20,600,226200.0,15,169650.0,56550.0
P005,15,Wall,299,3,297,Aluminum,16.54,14,1100,254716.0,12,218328.0,36388.0
P015,16,Column,349,3,349,Timber,26.32,9,600,142128.0,7,110544.0,31584.0
P016,13,Beam,230,9,232,Steel,43.92,18,850,671976.0,14,522648.0,149328.0
P001,25,Beam,195,5,194,Aluminum,25.77,11,1100,311816.99999999994,10,283470.0,28346.99999999994
P016,30,Column,294,6,295,Aluminum,51.75,14,1100,796950.0,12,683100.0,113850.0
P037,7,Column,297,4,302,Timber,40.57,15,600,365130.0,13,316446.0,48684.0
P003,4,Slab,278,3,276,Timber,99.95,23,600,1379310.0,15,899550.0,479760.0
P052,30,Slab,230,4,229,Timber,97.0,15,600,873000.0,13,756600.0,116400.0
P047,10,Slab,96,8,99,Steel,42.83,7,850,254838.5,5,182027.49999999997,72811.00000000003
P095,30,Slab,171,5,171,Steel,81.29,11,850,760061.5,8,552772.0,207289.5
P013,7,Slab,317,4,316,Steel,31.75,18,850,485775.0,17,458787.5,26987.5
P080,24,Slab,330,3,335,Aluminum,15.2,10,1100,167200.0,7,117039.99999999999,50160.000000000015
P055,20,Beam,32,3,31,Aluminum,13.64,24,1100,360096.0,17,255068.0,105028.0
P021,32,Column,45,9,49,Timber,12.63,17,600,128826.0,12,90936.0,37890.0
P066,26,Wall,72,5,76,Aluminum,76.23,18,1100,1509354.0,16,1341648.0,167706.0
P054,26,Slab,20,5,23,Steel,40.8,24,850,832320.0,17,589559.9999999999,242760.00000000012
P027,12,Beam,239,7,238,Aluminum,84.15,19,1100,1758735.0000000002,17,1573605.0000000002,185130.0
P038,33,Column,199,5,199,Timber,88.65,22,600,1170180.0,15,797850.0,372330.0
P090,14,Column,65,6,69,Timber,37.5,15,600,337500.0,12,270000.0,67500.0
P058,33,Column,188,6,186,Timber,36.02,14,600,302568.0,13,280956.0,21612.0
P062,24,Slab,89,3,94,Timber,37.71,15,600,339390.0,10,226260.0,113130.0
P046,15,Slab,201,8,202,Aluminum,52.79,23,1100,1335587.0,21,1219449.0,116138.0
P089,31,Wall,23,5,25,Timber,11.44,19,600,130415.99999999999,13,89232.0,41183.999999999985
P011,17,Slab,296,6,294,Aluminum,10.98,7,1100,84546.0,6,72468.0,12078.0
P072,12,Column,130,9,131,Timber,76.19,7,600,319997.99999999994,5,228570.0,91427.99999999994
P008,22,Column,154,6,154,Timber,82.74,5,600,248220.0,4,198576.0,49644.0
P097,23,Beam,78,9,79,Aluminum,28.37,19,1100,592933.0,15,468105.0,124828.0
P071,26,Beam,190,7,190,Steel,63.45,17,850,916852.5000000001,15,808987.5,107865.00000000012
P064,14,Wall,300,8,301,Steel,29.44,19,850,475456.0,14,350336.0,125120.0
P021,12,Beam,154,9,158,Steel,76.08,22,850,1422696.0,20,1293360.0,129336.0
P072,4,Wall,113,8,118,Steel,47.85,22,850,894795.0,16,650760.0,244035.0
P063,13,Beam,339,5,337,Timber,84.05,13,600,655589.9999999999,9,453869.99999999994,201719.99999999994
P085,18,Column,117,7,120,Aluminum,95.37,22,1100,2307954.0000000005,16,1678512.0,629442.0000000005
P064,28,Slab,5,8,8,Steel,59.99,15,850,764872.5,11,560906.5,203966.0
P020,19,Slab,326,8,329,Timber,91.06,22,600,1201992.0,17,928812.0,273180.0
P008,3,Wall,35,9,35,Aluminum,13.04,10,1100,143439.99999999997,7,100408.0,43031.99999999997
P058,19,Slab,272,4,271,Timber,51.64,21,600,650664.0,15,464760.0,185904.0
P046,20,Slab,159,7,164,Steel,55.31,21,850,987283.5,19,893256.5000000001,94026.99999999988
P031,25,Beam,210,8,213,Aluminum,47.42,13,1100,678106.0,11,573782.0,104324.0
P093,11,Column,14,4,14,Aluminum,38.34,24,1100,1012176.0000000001,16,674784.0000000001,337392.0
P009,17,Slab,25,4,29,Timber,75.07,7,600,315294.0,5,225209.99999999997,90084.00000000003
P015,14,Column,335,8,335,Timber,59.74,16,600,573504.0,11,394284.0,179220.0
P094,19,Beam,218,9,219,Aluminum,17.42,7,1100,134134.0,6,114972.00000000001,19161.999999999985
P026,3,Beam,254,5,254,Steel,95.56,8,850,649808.0,6,487356.0,162452.0
P010,34,Slab,203,4,204,Steel,89.88,14,850,1069572.0,12,916776.0,152796.0
P029,22,Slab,101,4,105,Aluminum,41.81,9,1100,413919.0,7,321937.0,91982.0
P080,27,Beam,361,7,359,Aluminum,32.16,24,1100,849023.9999999999,21,742895.9999999999,106128.0
P036,21,Beam,229,5,229,Steel,66.56,7,850,396032.0,7,396032.0,0.0
P084,31,Wall,199,9,198,Steel,13.9,11,850,129965.0,8,94520.0,35445.0
P037,27,Wall,178,5,177,Timber,54.64,6,600,196704.00000000003,5,163920.0,32784.00000000003
P086,2,Column,276,4,274,Timber,70.54,10,600,423240.00000000006,9,380916.0,42324.00000000006
P071,9,Beam,312,9,316,Steel,46.6,23,850,911030.0,18,712980.0,198050.0
P023,19,Column,130,7,133,Aluminum,97.51,14,1100,1501654.0,10,1072610.0,429044.0
P041,10,Beam,279,7,278,Aluminum,74.7,12,1100,986040.0000000001,11,903870.0,82170.00000000012
P093,7,Column,288,7,293,Timber,94.07,20,600,1128840.0,18,1015955.9999999999,112884.00000000012
P080,4,Wall,141,7,142,Aluminum,91.71,6,1100,605286.0,5,504404.99999999994,100881.00000000006
P028,15,Beam,13,3,13,Aluminum,21.85,20,1100,480700.0,14,336490.00000000006,144209.99999999994
P048,12,Beam,217,9,219,Aluminum,70.18,18,1100,1389564.0000000002,14,1080772.0,308792.00000000023
P038,6,Column,186,8,190,Aluminum,63.7,17,1100,1191190.0,15,1051050.0,140140.0
P031,9,Column,27,4,32,Timber,14.93,13,600,116454.0,10,89580.0,26874.0
P014,8,Slab,218,4,223,Aluminum,38.61,13,1100,552123.0,9,382239.0,169884.0
P097,7,Slab,14,4,14,Steel,58.11,12,850,592722.0,9,444541.5,148180.5
P073,4,Wall,142,5,146,Timber,59.33,11,600,391578.0,9,320382.0,71196.0
P091,13,Beam,325,9,329,Aluminum,83.27,20,1100,1831939.9999999998,17,1557149.0,274790.99999999977
P088,19,Beam,324,5,324,Aluminum,62.89,10,1100,691790.0,9,622611.0,69179.0
P077,7,Column,55,7,57,Aluminum,51.99,15,1100,857835.0,13,743457.0,114378.0
P090,10,Wall,191,8,194,Timber,77.68,23,600,1071984.0,15,699120.0,372864.0
P029,25,Beam,285,9,289,Aluminum,61.38,12,1100,810216.0000000001,10,675180.0000000001,135036.0
P051,25,Wall,89,5,88,Timber,89.54,23,600,1235652.0,17,913308.0,322344.0
P049,29,Slab,45,6,50,Steel,91.49,19,850,1477563.5,14,1088731.0,388832.5
P043,12,Column,132,9,131,Aluminum,64.39,15,1100,1062435.0,13,920777.0,141658.0
P092,12,Beam,66,4,66,Timber,60.79,13,600,474162.0,10,364740.0,109422.0
P092,6,Column,279,4,278,Steel,73.12,20,850,1243040.0,14,870128.0,372912.0
P072,10,Slab,324,3,328,Timber,75.3,17,600,768060.0,14,632520.0,135540.0
P087,2,Wall,148,3,152,Aluminum,75.45,14,1100,1161930.0,9,746955.0000000001,414974.9999999999
P093,25,Wall,145,6,146,Timber,65.86,14,600,553224.0,10,395160.0,158064.0
P005,7,Slab,6,3,10,Aluminum,78.65,24,1100,2076360.0000000002,18,1557270.0,519090.00000000023
P042,23,Slab,82,8,83,Timber,22.97,13,600,179166.0,9,124038.0,55128.0
P007,11,Beam,123,7,125,Steel,83.93,6,850,428043.00000000006,5,356702.5,71340.50000000006
P042,23,Beam,167,7,171,Aluminum,37.94,5,1100,208670.0,4,166936.0,41734.0
P036,7,Beam,237,9,242,Steel,89.71,12,850,915042.0,10,762534.9999999999,152507.00000000012
P027,27,Beam,105,4,110,Aluminum,21.86,20,1100,480920.0,18,432828.0,48092.0
P058,13,Beam,290,7,290,Timber,10.32,15,600,92880.0,10,61920.0,30960.0
P046,17,Wall,238,3,241,Steel,11.41,13,850,126080.50000000001,12,116382.00000000001,9698.5
P066,32,Beam,310,6,311,Aluminum,28.91,23,1100,731423.0,15,477015.0,254408.0
P025,26,Slab,82,8,80,Steel,20.24,22,850,378488.0,19,326875.99999999994,51612.00000000006
P073,22,Slab,94,7,93,Steel,59.85,11,850,559597.5,8,406980.0,152617.5
