project_id,floor_no,element_type,planned_start_day,cycle_time_days,actual_start_day
P087,28,Beam,322,5,325
P009,33,Slab,250,8,253
P002,11,Wall,54,6,54
P061,3,Column,10,3,8
P041,5,Beam,166,9,167
P044,21,Slab,339,6,340
P064,22,Column,285,8,290
P031,11,Beam,153,5,151
P047,22,Slab,32,4,31
P002,13,Column,17,7,16
P096,3,Wall,301,9,300
P082,13,Column,305,7,303
P077,28,Column,343,8,347
P069,11,Column,146,3,148
P058,11,Beam,75,3,80
P044,21,Wall,124,5,127
P074,21,Wall,52,3,54
P056,7,Beam,190,3,188
P043,17,Column,141,3,143
P089,14,Wall,88,6,92
P034,33,Column,84,6,83
P030,11,Wall,243,4,245
P071,13,Beam,106,6,104
P070,1,Slab,92,9,97
P055,34,Column,355,9,358
P067,9,Wall,21,7,23
P013,13,Wall,6,9,8
P003,30,Wall,221,8,223
P026,7,Beam,309,4,311
P057,14,Beam,87,3,90
P024,6,Slab,180,7,178
P053,34,Beam,342,4,342
P070,16,Column,352,8,354
P043,6,Beam,246,4,246
P060,8,Wall,174,7,177
P058,24,Column,113,4,111
P049,3,Beam,71,7,72
P042,4,Column,158,4,162
P076,32,Column,299,4,299
P100,1,Beam,237,9,235
P066,34,Column,187,4,192
P011,9,Wall,243,7,244
P098,12,Wall,166,4,168
P090,10,Beam,34,9,37
P018,10,Beam,255,8,258
P085,23,Wall,302,8,300
P100,6,Beam,220,6,219
P052,24,Wall,32,6,33
P046,24,Column,257,6,256
P044,21,Beam,233,6,236
P022,31,Slab,215,6,218
P053,30,Wall,242,8,244
P059,34,Wall,245,3,247
P094,18,Column,20,4,20
P030,12,Slab,210,8,213
P008,7,Slab,210,8,212
P098,25,Slab,72,5,77
P057,6,Wall,162,3,162
P073,1,Wall,178,7,179
P020,16,Slab,11,9,10
P025,4,Beam,363,3,364
P019,29,Slab,299,5,303
P005,28,Column,266,8,265
P075,22,Slab,8,3,6
P079,8,Slab,275,4,276
P072,32,Slab,193,6,198
P083,33,Beam,311,4,315
P087,13,Slab,259,3,257
P027,27,Slab,53,8,52
P040,18,Wall,300,8,303
P096,18,Slab,96,5,99
P026,13,Column,304,7,304
P027,22,Wall,310,4,315
P062,14,Beam,92,5,93
P083,11,Wall,144,7,145
P050,22,Beam,307,6,312
P042,17,Beam,18,4,18
P029,32,Column,126,8,126
P039,14,Slab,154,4,156
P060,29,Column,6,8,10
P041,6,Wall,334,8,339
P033,4,Beam,338,6,341
P083,11,Wall,336,6,338
P083,10,Beam,88,3,87
P097,28,Wall,269,7,272
P016,11,Beam,65,5,66
P023,15,Column,166,9,166
P007,8,Beam,64,9,64
P026,20,Slab,270,6,274
P096,21,Column,145,3,150
P012,1,Slab,333,7,338
P072,29,Wall,269,7,272
P005,24,Wall,329,4,327
P092,30,Beam,6,3,10
P069,33,Beam,121,3,125
P049,20,Wall,350,4,352
P026,16,Column,313,9,316
P005,9,Slab,309,5,312
P022,31,Wall,302,9,300
P079,17,Column,334,6,334
P013,31,Slab,132,8,133
P028,23,Beam,290,4,291
P033,6,Column,189,6,187
P023,30,Column,209,8,213
P097,7,Wall,42,3,44
P018,11,Slab,78,9,77
P030,34,Wall,320,4,323
P026,12,Beam,145,8,146
P016,27,Beam,286,5,285
P077,12,Slab,171,6,174
P039,13,Slab,93,9,95
P033,8,Slab,263,6,261
P026,16,Wall,23,6,27
P048,29,Slab,292,3,294
P065,29,Slab,142,9,142
P038,31,Wall,148,8,153
P002,13,Beam,116,6,118
P006,12,Beam,81,7,79
P046,2,Column,25,9,23
P050,33,Beam,115,6,120
P038,8,Slab,94,3,96
P088,32,Beam,305,4,308
P018,28,Wall,185,6,183
P027,15,Beam,283,6,283
P041,23,Beam,155,4,154
P072,24,Column,174,8,176
P092,13,Column,351,8,349
P074,21,Slab,173,7,178
P017,12,Wall,154,3,158
P062,13,Slab,14,4,17
P029,23,Wall,304,3,307
P058,28,Wall,128,8,133
P070,14,Column,341,4,344
P078,17,Beam,92,5,91
P022,24,Beam,271,7,271
P006,34,Column,222,5,224
P026,22,Slab,307,8,305
P039,10,Beam,310,9,309
P012,8,Slab,108,4,108
P099,21,Beam,331,8,332
P014,7,Slab,28,4,26
P022,26,Wall,197,3,200
P051,13,Wall,200,4,203
P023,16,Beam,154,8,154
P048,30,Slab,70,3,74
P071,31,Slab,160,3,164
P050,5,Wall,352,4,351
P089,32,Slab,103,3,107
P013,16,Column,236,8,239
P085,9,Slab,189,9,191
P010,22,Wall,343,7,342
P055,14,Column,361,5,364
P009,16,Column,109,4,111
P079,20,Slab,337,3,337
P052,15,Wall,301,3,301
P002,26,Wall,255,8,254
P025,9,Wall,316,3,315
P013,1,Column,193,3,195
P098,20,Wall,71,7,75
P051,6,Column,269,9,267
P058,10,Column,334,4,333
P034,33,Beam,209,4,212
P035,16,Slab,176,8,174
P003,6,Wall,239,7,237
P059,19,Column,98,7,103
P070,31,Slab,347,7,352
P048,2,Column,89,4,93
P064,18,Slab,252,9,250
P019,28,Column,99,6,99
P067,4,Wall,329,8,334
P082,1,Beam,326,8,326
P073,16,Beam,154,5,159
P076,2,Beam,295,7,293
P005,1,Column,283,7,281
P067,23,Slab,296,4,296
P011,26,Wall,31,9,33
P094,11,Wall,131,8,135
P068,1,Column,216,4,220
P069,11,Beam,15,9,20
P001,24,Column,326,5,329
P091,10,Slab,267,3,271
P092,14,Beam,286,4,287
P063,14,Column,291,9,296
P029,7,Slab,43,9,48
P082,23,Beam,168,5,167
P012,22,Wall,349,9,347
P077,27,Slab,255,4,255
P041,2,Wall,170,4,174
P002,19,Slab,259,4,257
P037,7,Beam,346,6,344
P045,12,Column,78,9,83
P080,3,Column,339,6,344
P048,5,Column,85,7,83
P024,8,Column,149,6,153
P099,14,Slab,201,5,199
P022,7,Column,77,4,79
P100,7,Column,361,6,360
P011,32,Slab,250,8,249
P058,8,Slab,53,4,58
P046,12,Beam,300,3,305
P029,10,Slab,302,7,302
P035,14,Wall,293,6,295
P015,9,Beam,294,8,296
P060,30,Beam,109,9,108
P095,5,Column,88,8,88
P042,1,Column,166,4,168
P043,1,Wall,267,3,267
P080,20,Column,93,7,92
P074,11,Slab,173,7,171
P049,26,Slab,64,3,67
P064,3,Column,126,6,129
P032,6,Column,230,6,233
P064,11,Slab,105,4,107
P002,8,Beam,209,5,209
P024,29,Wall,62,4,60
P087,10,Wall,240,4,239
P066,34,Beam,61,9,66
P038,24,Wall,346,4,350
P031,17,Column,12,9,13
P026,32,Column,137,3,140
P029,11,Column,195,7,197
P067,34,Wall,74,7,78
P078,24,Beam,363,5,368
P025,5,Column,136,6,138
P048,29,Beam,43,4,43
P065,34,Slab,39,3,38
P053,16,Slab,31,3,34
P067,25,Slab,142,4,141
P090,8,Wall,320,3,322
P018,29,Wall,359,3,361
P009,25,Column,353,9,356
P038,23,Slab,44,4,47
P087,34,Beam,188,5,188
P021,3,Wall,353,3,358
P065,30,Beam,2,7,2
P021,34,Beam,292,8,293
P027,32,Column,311,7,309
P070,29,Column,343,9,343
P044,9,Beam,325,9,323
P100,2,Beam,336,8,338
P028,7,Beam,296,8,297
P045,5,Beam,24,7,25
P017,8,Slab,104,4,108
P040,32,Beam,62,8,66
P003,18,Wall,153,7,157
P076,18,Column,263,6,264
P076,16,Wall,294,3,293
P066,21,Column,243,9,246
P046,10,Column,342,5,347
P086,4,Column,342,8,346
P087,8,Wall,347,7,350
P030,19,Column,121,4,123
P069,9,Beam,353,9,352
P009,30,Beam,173,8,172
P085,17,Slab,103,5,104
P011,15,Slab,160,9,165
P069,4,Slab,257,4,256
P099,6,Beam,202,5,204
P091,16,Wall,45,5,47
P066,26,Slab,64,3,68
P088,23,Beam,196,8,195
P031,13,Column,70,8,73
P033,17,Wall,181,8,183
P039,27,Wall,331,5,336
P094,22,Beam,247,6,250
P046,19,Beam,329,6,327
P037,13,Column,158,9,157
P092,14,Column,186,6,187
P060,31,Column,231,9,235
P031,2,Wall,73,4,74
P011,14,Wall,55,3,60
P087,9,Slab,243,4,245
P002,10,Slab,302,8,304
P027,7,Slab,353,8,354
P099,28,Wall,215,7,213
P002,25,Column,15,8,16
P021,28,Slab,147,6,152
P058,2,Column,144,3,143
P005,17,Column,25,6,26
P052,4,Column,99,3,99
P045,13,Slab,179,4,177
P085,18,Slab,333,8,337
P093,3,Column,174,4,172
P020,33,Slab,263,6,264
P061,24,Beam,290,5,290
P038,8,Slab,58,3,57
P020,2,Column,334,8,339
P025,33,Column,279,7,284
P002,12,Wall,145,9,146
P032,22,Wall,122,5,121
P026,13,Column,27,4,27
P070,10,Beam,66,3,71
P041,17,Wall,101,5,105
P067,5,Column,94,9,95
P097,9,Wall,67,7,68
P001,13,Wall,250,5,255
P051,23,Column,142,7,141
P005,30,Slab,267,4,268
P013,4,Beam,40,3,40
P019,21,Slab,215,4,216
P012,9,Column,131,3,135
P048,7,Column,1,5,5
P025,16,Beam,9,4,11
P057,23,Column,329,3,329
P035,23,Wall,332,8,330
P076,31,Beam,144,7,143
P094,5,Slab,350,3,355
P005,6,Beam,328,8,331
P098,1,Slab,302,4,305
P022,28,Column,138,4,138
P077,18,Slab,358,5,363
P057,24,Slab,297,7,302
P047,13,Slab,179,3,182
P054,33,Beam,278,4,276
P003,10,Wall,144,3,142
P053,7,Slab,339,6,339
P084,32,Beam,190,7,188
P031,22,Beam,331,7,329
P069,16,Wall,270,8,273
P088,24,Beam,187,6,189
P033,14,Column,154,7,155
P072,11,Column,172,6,175
P088,19,Column,247,3,250
P050,23,Wall,11,9,13
P084,34,Beam,47,6,48
P016,13,Column,266,5,271
P076,28,Slab,317,8,315
P077,16,Beam,111,6,112
P039,28,Column,301,3,305
P089,4,Beam,303,7,307
P046,28,Column,279,5,281
P096,12,Slab,292,6,291
P088,16,Beam,252,8,251
P047,20,Column,76,8,77
P044,26,Column,175,3,179
P009,26,Slab,109,5,108
P087,22,Slab,340,5,345
P050,9,Column,336,5,336
P077,5,Column,14,6,13
P060,17,Wall,181,3,182
P096,34,Wall,322,3,320
P015,2,Beam,272,3,274
P036,7,Beam,43,9,42
P063,13,Wall,102,4,103
P069,20,Column,113,7,117
P086,30,Slab,193,3,195
P080,30,Beam,9,4,9
P041,11,Column,149,4,154
P074,31,Slab,338,5,336
P024,3,Slab,224,7,227
P082,2,Column,110,5,112
P049,3,Column,354,7,357
P018,15,Beam,84,9,88
P007,17,Wall,43,5,45
P004,7,Column,66,8,67
P090,5,Wall,109,6,109
P069,34,Beam,102,7,106
P060,33,Wall,135,8,134
P055,16,Wall,86,4,91
P016,3,Slab,84,4,84
P099,21,Beam,227,7,225
P090,8,Column,260,5,263
P082,22,Wall,20,9,25
P029,5,Beam,35,6,34
P023,17,Slab,353,6,356
P014,14,Slab,243,3,243
P079,28,Wall,270,7,268
P049,31,Wall,223,6,225
P033,17,Column,304,5,309
P025,22,Beam,158,5,163
P021,29,Column,285,4,287
P017,10,Column,36,6,39
P023,18,Slab,298,6,301
P057,16,Beam,29,5,31
P081,7,Column,255,4,259
P058,30,Slab,142,6,145
P014,19,Wall,134,9,136
P093,23,Column,144,9,148
P020,8,Wall,297,5,300
P030,17,Beam,341,4,346
P019,21,Column,245,4,244
P053,26,Wall,254,5,257
P056,28,Wall,364,4,366
P077,33,Beam,5,8,4
P082,19,Slab,266,8,265
P023,29,Slab,239,4,239
P062,20,Column,250,3,252
P033,20,Wall,291,4,295
P018,10,Slab,31,9,32
P073,12,Column,120,6,123
P033,33,Wall,79,4,81
P032,25,Column,9,6,10
P061,25,Beam,44,5,46
P054,4,Column,222,4,221
P017,4,Beam,144,5,146
P019,9,Wall,120,7,122
P091,15,Wall,53,9,57
P070,26,Wall,65,8,67
P099,15,Column,176,4,178
P034,26,Wall,70,5,70
P084,28,Wall,302,7,305
P025,7,Beam,121,6,126
P068,32,Wall,203,6,203
P074,12,Wall,289,8,288
P074,32,Wall,180,8,179
P088,9,Slab,81,9,82
P085,14,Wall,55,9,54
P011,13,Column,179,6,179
P091,33,Beam,98,6,97
P016,32,Wall,110,6,111
P090,19,Column,153,3,154
P061,30,Beam,125,9,125
P094,16,Beam,91,8,95
P080,12,Column,294,5,293
P007,10,Column,37,7,42
P016,2,Slab,5,7,10
P099,18,Slab,338,4,341
P016,13,Wall,150,5,151
P040,29,Slab,316,8,320
P012,24,Column,172,3,176
P035,12,Slab,262,3,261
P021,29,Beam,27,5,26
P050,22,Column,55,6,58
P043,1,Wall,320,6,324
P100,34,Beam,249,5,249
P017,34,Beam,273,8,278
P032,33,Beam,259,7,259
P041,4,Column,266,6,265
P006,30,Column,191,4,193
P088,20,Wall,63,8,65
P027,26,Slab,345,8,343
P020,15,Slab,341,3,339
P025,7,Slab,104,9,102
P066,7,Slab,288,6,288
P009,29,Beam,259,7,258
P092,23,Column,161,8,164
P053,34,Slab,171,6,176
P061,20,Beam,109,6,112
P038,15,Column,140,3,141
P003,33,Column,93,4,92
P084,17,Column,103,8,108
P070,20,Beam,226,9,231
P097,13,Slab,353,4,352
P055,24,Column,160,7,158
P001,7,Beam,195,9,194
P070,8,Column,324,5,327
P045,23,Wall,145,5,143
P098,14,Wall,242,9,241
P047,4,Beam,132,5,133
P079,21,Slab,93,7,95
P026,10,Slab,273,8,275
P014,22,Column,192,6,192
P054,30,Slab,22,4,27
P071,30,Slab,194,4,195
P046,16,Wall,170,6,173
P031,11,Beam,11,8,10
P088,22,Wall,181,9,186
P059,29,Beam,232,4,233
P095,25,Column,29,8,34
P029,14,Wall,20,9,19
P096,14,Beam,5,9,6
P017,2,Slab,34,9,35
P014,13,Beam,140,4,142
P036,3,Slab,28,5,29
P058,30,Column,98,5,98
P024,18,Slab,262,3,261
P063,21,Beam,246,3,244
P091,19,Wall,19,4,20
P025,16,Beam,12,5,17
P059,28,Wall,25,8,23
P032,4,Beam,13,3,15
P082,15,Beam,76,3,74
P018,1,Column,259,5,259
P037,16,Slab,24,8,24
P026,20,Beam,8,3,10
P009,33,Wall,228,6,233
P099,17,Slab,123,9,126
P064,5,Column,90,8,90
P072,5,Slab,301,6,300
P020,13,Beam,224,5,227
P054,30,Wall,224,5,224
P086,4,Wall,257,3,260
P083,23,Slab,3,4,4
P030,21,Wall,321,7,325
P053,21,Beam,271,6,271
P092,6,Wall,306,6,309
P099,24,Wall,148,8,147
P063,31,Wall,189,8,191
P011,19,Beam,187,5,187
P031,12,Column,188,9,187
P049,14,Wall,124,4,125
P100,12,Column,37,5,41
P094,15,Slab,149,3,147
P087,19,Slab,106,4,111
P019,28,Beam,103,3,101
P012,5,Beam,232,6,234
P015,5,Beam,355,5,360
P031,6,Beam,146,8,148
P043,23,Column,17,5,15
P037,3,Beam,159,7,157
P079,33,Column,304,4,306
P029,21,Wall,282,9,280
P026,20,Wall,278,6,278
P002,1,Slab,125,7,128
P084,17,Slab,173,7,177
P015,29,Column,320,5,324
P004,8,Beam,163,4,162
P086,26,Slab,203,5,206
P050,28,Column,338,4,343
P038,34,Slab,155,7,157
P023,26,Beam,324,3,323
P059,13,Column,261,6,262
P090,13,Slab,186,7,187
P075,25,Beam,57,5,57
P028,23,Column,217,9,218
P066,22,Column,208,9,210
P008,21,Column,202,6,202
P029,30,Wall,74,7,77
P011,11,Column,85,4,85
P018,4,Slab,120,9,124
P055,33,Column,14,5,16
P050,12,Column,328,9,326
P014,9,Column,129,7,133
P074,32,Column,282,4,281
P099,11,Column,49,4,51
P009,24,Wall,359,4,363
P099,7,Beam,242,9,240
P011,8,Wall,322,6,320
P063,33,Slab,53,5,54
P076,25,Beam,265,4,268
P067,1,Slab,69,7,73
P053,3,Column,40,4,44
P039,28,Slab,184,5,189
P078,33,Wall,133,8,133
P056,1,Wall,56,8,56
P028,27,Column,255,6,256
P075,10,Column,5,4,6
P039,12,Beam,69,7,69
P025,10,Wall,52,5,57
P021,34,Wall,329,9,331
P010,24,Beam,98,4,100
P043,28,Wall,161,9,163
P015,22,Beam,271,6,273
P083,16,Wall,65,3,66
P048,13,Slab,327,8,326
P086,23,Slab,243,7,242
P021,14,Beam,262,8,262
P060,32,Beam,212,4,211
P096,3,Column,154,4,156
P050,27,Wall,234,3,235
P023,19,Slab,140,5,142
P013,22,Column,333,9,331
P069,1,Wall,115,9,116
P004,5,Slab,333,9,331
P092,33,Wall,130,3,128
P078,19,Beam,178,9,183
P072,6,Slab,95,5,100
P009,15,Slab,317,4,321
P035,33,Column,101,3,101
P021,24,Wall,196,8,194
P058,27,Beam,290,9,294
P018,11,Beam,208,8,207
P097,23,Wall,95,9,94
P072,33,Wall,103,4,101
P081,29,Beam,8,3,8
P043,31,Wall,136,4,134
P095,1,Column,98,8,102
P098,34,Wall,261,8,262
P006,18,Column,147,4,148
P086,18,Column,185,9,186
P078,6,Wall,232,4,233
P067,1,Slab,101,6,99
P012,30,Slab,147,3,149
P100,4,Column,205,6,207
P012,32,Wall,46,4,49
P066,10,Column,104,7,105
P002,5,Wall,336,8,341
P015,9,Wall,222,5,227
P023,5,Beam,118,3,122
P029,11,Slab,5,3,9
P081,27,Slab,211,8,214
P096,4,Beam,55,5,58
P007,10,Beam,19,6,19
P094,33,Beam,88,5,88
P028,8,Column,247,7,245
P014,24,Column,117,4,119
P044,33,Column,170,5,174
P030,19,Column,150,9,155
P081,2,Column,295,5,299
P032,11,Slab,208,4,206
P070,17,Slab,283,8,282
P088,3,Wall,332,3,336
P006,22,Slab,174,8,178
P027,21,Beam,127,9,128
P082,25,Slab,156,7,155
P088,2,Beam,180,8,185
P024,1,Slab,87,5,86
P034,7,Column,324,5,329
P040,20,Slab,267,3,270
P047,6,Wall,82,7,86
P079,21,Column,64,4,64
P075,8,Column,119,4,123
P086,4,Wall,341,6,343
P024,16,Slab,313,7,316
P065,3,Slab,163,7,166
P018,7,Wall,293,5,294
P044,2,Column,178,6,176
P076,1,Wall,30,4,31
P057,1,Beam,161,9,159
P028,7,Beam,3,7,8
P071,24,Slab,24,7,22
P023,5,Column,59,3,64
P085,21,Beam,237,4,242
P034,28,Wall,240,3,242
P011,18,Slab,311,6,310
P086,24,Slab,321,7,326
P035,32,Column,160,6,158
P093,33,Beam,60,8,62
P042,10,Slab,240,3,239
P028,9,Wall,322,4,325
P082,33,Beam,59,7,62
P078,33,Slab,53,8,52
P082,7,Slab,64,8,65
P092,4,Beam,121,4,122
P024,28,Beam,119,6,123
P008,23,Column,286,8,287
P053,32,Wall,18,5,22
P072,16,Column,5,4,9
P004,10,Column,325,8,330
P091,14,Wall,160,4,160
P100,34,Wall,142,4,141
P005,24,Column,18,7,18
P097,18,Beam,68,6,69
P049,16,Wall,114,6,116
P098,25,Column,22,7,23
P030,8,Beam,20,4,18
P072,24,Slab,263,4,265
P063,20,Beam,98,5,102
P047,30,Column,105,8,109
P026,20,Wall,286,4,288
P057,18,Beam,5,8,9
P037,4,Beam,129,3,128
P098,6,Beam,159,8,164
P007,3,Wall,251,4,251
P040,18,Wall,276,5,274
P092,18,Beam,83,3,85
P039,23,Beam,320,5,325
P062,6,Column,118,8,118
P092,26,Wall,29,5,29
P078,21,Beam,358,8,356
P053,24,Wall,138,6,143
P004,15,Wall,157,8,155
P082,27,Wall,31,7,32
P025,32,Column,331,5,335
P007,12,Slab,286,4,290
P028,5,Wall,153,6,154
P069,7,Wall,336,9,338
P067,22,Beam,58,3,60
P095,27,Wall,313,8,315
P020,15,Slab,87,7,88
P083,26,Wall,123,6,128
P011,23,Column,191,5,193
P067,13,Beam,353,9,355
P087,26,Slab,293,9,294
P007,3,Column,314,6,315
P023,29,Slab,28,4,30
P061,2,Beam,155,4,157
P071,28,Wall,230,4,230
P034,23,Beam,37,7,36
P019,6,Beam,6,9,7
P058,11,Wall,318,6,317
P009,34,Column,225,6,230
P048,17,Slab,33,9,37
P082,3,Column,89,5,90
P041,34,Wall,334,3,339
P048,22,Slab,40,4,43
P045,29,Wall,169,3,173
P025,29,Column,298,9,302
P078,5,Beam,18,9,18
P025,10,Slab,15,3,19
P019,10,Wall,132,4,137
P039,9,Slab,290,4,289
P079,21,Slab,318,5,318
P080,13,Column,294,7,292
P027,10,Beam,209,4,213
P074,11,Slab,327,3,326
P063,4,Column,279,9,278
P068,31,Slab,276,5,279
P019,34,Beam,309,6,308
P028,33,Slab,277,9,275
P085,8,Beam,76,5,80
P078,32,Column,298,4,303
P033,33,Column,313,9,318
P010,8,Beam,347,8,345
P083,14,Beam,112,4,116
P030,34,Column,266,7,266
P022,8,Beam,72,5,77
P003,7,Beam,317,4,315
P082,13,Wall,21,3,22
P075,21,Slab,188,3,190
P048,32,Column,121,5,120
P002,11,Column,342,9,346
P076,14,Wall,141,7,141
P054,11,Beam,304,8,304
P006,2,Beam,204,5,208
P040,34,Beam,209,7,209
P093,17,Column,9,3,9
P094,14,Wall,185,4,184
P002,25,Slab,296,6,296
P073,27,Wall,332,4,331
P002,8,Column,201,3,201
P093,17,Slab,64,8,64
P097,5,Beam,350,9,352
P074,12,Wall,326,3,330
P098,18,Wall,320,4,321
P055,26,Column,25,4,23
P072,31,Wall,156,8,154
P060,6,Slab,221,8,219
P097,15,Wall,292,3,293
P006,26,Column,139,4,138
P019,12,Wall,21,9,19
P096,14,Slab,154,6,152
P027,1,Slab,68,6,66
P001,17,Column,41,5,45
P033,33,Beam,15,6,14
P040,29,Column,279,3,280
P032,31,Beam,169,3,170
P069,8,Slab,134,5,137
P017,30,Wall,199,9,202
P008,13,Wall,238,7,237
P057,16,Slab,112,9,116
P042,2,Column,52,5,54
P098,18,Wall,137,7,137
P009,19,Column,255,7,254
P087,13,Wall,115,4,115
P035,4,Beam,158,8,159
P071,19,Wall,300,6,300
P079,25,Beam,264,9,267
P053,31,Wall,355,7,353
P054,4,Wall,307,4,307
P084,7,Wall,99,5,102
P025,16,Wall,121,5,121
P067,5,Wall,90,9,91
P062,23,Column,30,9,34
P055,32,Beam,230,7,234
P046,24,Beam,139,9,141
P024,25,Wall,254,4,254
P098,28,Column,31,3,35
P046,19,Column,162,9,163
P022,7,Slab,156,8,161
P011,17,Slab,323,8,328
P048,2,Column,117,6,115
P008,16,Slab,191,7,196
P039,18,Beam,176,3,181
P035,1,Column,5,6,5
P049,3,Slab,333,3,333
P046,21,Column,12,8,10
P038,30,Slab,59,4,64
P008,11,Column,321,9,324
P054,22,Wall,308,7,312
P037,25,Beam,299,3,302
P091,3,Slab,250,3,253
P092,30,Wall,339,3,344
P040,24,Column,93,8,92
P034,23,Wall,319,7,321
P096,8,Beam,111,4,109
P079,4,Slab,306,4,310
P017,31,Slab,295,3,298
P033,29,Column,336,4,334
P047,13,Beam,17,6,15
P052,9,Wall,220,4,219
P080,21,Column,299,3,297
P093,3,Slab,305,6,304
P009,25,Wall,5,7,7
P033,25,Column,129,5,128
P060,12,Wall,323,8,325
P093,29,Wall,112,4,114
P077,11,Column,24,9,26
P021,11,Wall,29,6,30
P058,26,Wall,132,5,137
P085,14,Beam,44,7,46
P069,16,Beam,321,5,326
P010,10,Slab,207,7,206
P006,31,Beam,216,3,217
P013,31,Column,244,3,248
P065,10,Wall,31,8,35
P020,26,Slab,266,8,264
P057,20,Beam,11,7,16
P046,9,Wall,82,5,86
P008,15,Column,156,8,154
P010,9,Wall,166,4,166
P073,7,Column,208,5,210
P067,26,Wall,24,8,28
P011,24,Slab,295,5,295
P012,12,Slab,179,9,184
P010,20,Beam,332,4,334
P025,14,Beam,50,5,54
P049,22,Wall,7,5,9
P049,16,Wall,100,6,105
P089,29,Beam,81,7,85
P011,32,Beam,241,3,244
P062,19,Wall,324,8,323
P036,32,Wall,181,9,180
P039,20,Wall,293,8,291
P053,20,Slab,83,8,84
P090,8,Column,54,7,52
P078,13,Column,90,5,92
P056,6,Beam,203,4,206
P001,16,Slab,31,4,32
P056,5,Wall,193,3,193
P004,34,Wall,100,3,102
P030,6,Beam,349,3,348
P012,33,Beam,89,4,87
P035,15,Slab,123,5,121
P077,15,Column,47,3,52
P052,14,Column,146,3,146
P031,5,Wall,3,9,1
P087,26,Beam,18,4,16
P068,17,Slab,314,8,318
P052,16,Wall,327,5,328
P080,23,Column,81,3,83
P007,13,Column,153,5,154
P022,33,Slab,308,6,309
P093,29,Wall,299,8,297
P075,34,Slab,67,8,71
P056,34,Wall,89,3,91
P097,27,Column,135,3,133
P058,15,Beam,202,9,205
P093,9,Beam,179,4,183
P064,26,Column,339,8,342
P012,3,Beam,79,9,83
P007,5,Beam,85,6,83
P055,20,Wall,21,6,22
P062,20,Slab,165,6,168
P090,5,Wall,28,7,27
P073,10,Slab,237,4,240
P098,16,Slab,288,4,287
P077,25,Beam,185,3,189
P055,25,Slab,310,4,311
P036,30,Slab,155,3,156
P089,14,Column,123,9,121
P024,22,Slab,87,3,89
P044,28,Column,202,7,205
P017,30,Wall,40,9,38
P002,19,Beam,169,4,167
P013,20,Slab,70,4,70
P031,22,Column,280,7,278
P093,15,Wall,330,7,332
P028,11,Wall,354,9,352
P060,34,Wall,328,9,333
P027,24,Column,27,4,28
P015,6,Column,345,4,347
P095,17,Beam,131,9,134
P079,28,Slab,277,3,278
P033,31,Wall,295,5,299
P020,9,Beam,288,8,288
P042,10,Column,254,3,254
P012,21,Beam,85,6,87
P073,34,Wall,9,6,12
P023,31,Wall,50,5,54
P072,29,Beam,1,8,0
P096,11,Wall,4,7,8
P014,33,Column,4,6,3
P091,1,Wall,90,7,92
P025,21,Slab,162,7,164
P077,23,Slab,155,3,159
P085,9,Wall,15,7,19
P031,1,Beam,32,5,33
P054,21,Wall,63,3,63
P005,22,Slab,364,5,369
P013,4,Column,108,7,113
P028,1,Slab,14,6,16
P043,10,Wall,23,8,21
P089,15,Wall,111,7,112
P099,29,Beam,321,5,321
P047,5,Wall,160,4,161
P071,29,Wall,41,4,41
P038,27,Column,282,6,280
P096,25,Column,304,9,304
P067,16,Column,144,8,145
P062,16,Beam,288,5,292
P039,25,Beam,153,6,158
P037,1,Slab,82,3,82
P086,5,Beam,226,7,227
P008,20,Column,152,9,154
P081,5,Beam,259,3,264
P052,29,Wall,318,4,316
P091,34,Beam,79,7,80
P033,18,Wall,195,3,200
P081,2,Slab,223,4,222
P042,16,Wall,266,8,265
P076,29,Column,230,3,233
P027,33,Slab,150,7,153
P008,16,Slab,136,3,136
P023,17,Slab,123,9,125
P064,4,Column,358,9,360
P093,4,Wall,110,7,109
P020,25,Slab,143,3,143
P016,33,Column,70,6,75
P017,14,Slab,54,8,59
P080,24,Slab,332,3,334
P019,11,Column,40,3,42
P008,25,Beam,197,9,201
P038,28,Slab,27,9,32
P038,7,Beam,330,6,330
P053,10,Slab,299,9,300
P093,31,Beam,180,4,179
P100,19,Wall,46,7,49
P090,18,Beam,142,5,146
P031,6,Beam,320,4,322
P044,28,Beam,98,7,102
P060,7,Beam,126,3,130
P076,12,Wall,58,4,59
P017,34,Column,177,3,178
P079,25,Beam,207,4,208
P073,17,Column,285,4,286
P039,33,Slab,154,5,152
P042,23,Column,27,6,25
P048,9,Beam,323,4,326
P012,6,Column,163,9,163
P096,2,Wall,250,3,249
P089,9,Wall,188,5,193
P018,3,Beam,334,4,334
P079,16,Column,90,9,95
P096,25,Slab,131,6,135
P006,24,Wall,298,3,296
P043,29,Beam,13,5,18
P035,26,Wall,29,7,29
P098,23,Beam,265,8,265
P054,4,Column,32,6,33
P062,14,Column,150,9,152
P069,7,Column,86,7,84
P082,8,Column,58,7,56
P016,19,Column,57,5,57
P008,2,Beam,25,5,27
P089,1,Wall,190,5,190
P096,13,Slab,76,9,75
P090,24,Wall,339,9,337
P086,32,Column,225,7,230
P031,30,Wall,183,8,184
P010,6,Wall,154,3,155
P056,33,Beam,269,5,270
P076,23,Slab,278,6,281
P092,10,Slab,340,5,343
P070,15,Column,363,8,361
P020,23,Beam,23,5,21
P005,1,Beam,14,8,15
