project_id,floor_no,element_type,planned_start_day,cycle_time_days,actual_start_day,formwork_type,area_sqm,quantity,cost_per_sqm,total_cost
P008,16,Slab,191,7,196,Steel,80.95,6,850,412845.00000000006
P039,18,Beam,176,3,181,Steel,64.99,24,850,1325795.9999999998
P035,1,Column,5,6,5,Timber,49.14,8,600,235872.0
P049,3,Slab,333,3,333,Timber,99.75,24,600,1436400.0
P046,21,Column,12,8,10,Aluminum,89.73,7,1100,690921.0
P038,30,Slab,59,4,64,Steel,87.6,6,850,446759.99999999994
P008,11,Column,321,9,324,Aluminum,61.05,10,1100,671550.0
P054,22,Wall,308,7,312,Steel,80.19,18,850,1226907.0
P037,25,Beam,299,3,302,Aluminum,40.23,12,1100,531036.0
P091,3,Slab,250,3,253,Steel,39.69,15,850,506047.49999999994
P092,30,Wall,339,3,344,Timber,90.28,23,600,1245864.0
P040,24,Column,93,8,92,Aluminum,63.72,19,1100,1331748.0
P034,23,Wall,319,7,321,Timber,40.92,24,600,589248.0
P096,8,Beam,111,4,109,Steel,86.08,24,850,1756032.0
P079,4,Slab,306,4,310,Timber,49.83,24,600,717552.0
P017,31,Slab,295,3,298,Aluminum,46.0,24,1100,1214400.0
P033,29,Column,336,4,334,Aluminum,12.36,18,1100,244728.0
P047,13,Beam,17,6,15,Timber,71.11,8,600,341328.0
P052,9,Wall,220,4,219,Steel,57.94,14,850,689486.0
P080,21,Column,299,3,297,Aluminum,38.06,12,1100,502392.00000000006
P093,3,Slab,305,6,304,Steel,22.54,9,850,172431.0
P009,25,Wall,5,7,7,Aluminum,26.42,22,1100,639364.0
P033,25,Column,129,5,128,Steel,30.24,21,850,539784.0
P060,12,Wall,323,8,325,Steel,87.87,9,850,672205.5
P093,29,Wall,112,4,114,Timber,53.26,7,600,223692.0
P077,11,Column,24,9,26,Steel,72.59,14,850,863821.0
P021,11,Wall,29,6,30,Aluminum,51.52,8,1100,453376.0
P058,26,Wall,132,5,137,Timber,52.64,23,600,726432.0
P085,14,Beam,44,7,46,Aluminum,83.99,9,1100,831501.0
P069,16,Beam,321,5,326,Timber,79.4,5,600,238200.0
P010,10,Slab,207,7,206,Timber,30.89,8,600,148272.0
P006,31,Beam,216,3,217,Steel,66.31,5,850,281817.5
P013,31,Column,244,3,248,Steel,71.22,19,850,1150203.0
P065,10,Wall,31,8,35,Aluminum,46.43,7,1100,357511.0
P020,26,Slab,266,8,264,Aluminum,16.15,14,1100,248709.99999999997
P057,20,Beam,11,7,16,Steel,43.43,9,850,332239.5
P046,9,Wall,82,5,86,Aluminum,42.25,15,1100,697125.0
P008,15,Column,156,8,154,Aluminum,72.16,21,1100,1666896.0
P010,9,Wall,166,4,166,Steel,82.86,13,850,915603.0
P073,7,Column,208,5,210,Timber,45.64,17,600,465528.0
P067,26,Wall,24,8,28,Steel,68.11,18,850,1042083.0
P011,24,Slab,295,5,295,Aluminum,67.86,13,1100,970398.0
P012,12,Slab,179,9,184,Timber,68.33,21,600,860958.0
P010,20,Beam,332,4,334,Steel,59.89,11,850,559971.5
P025,14,Beam,50,5,54,Timber,66.63,20,600,799560.0
P049,22,Wall,7,5,9,Aluminum,88.09,24,1100,2325576.0
P049,16,Wall,100,6,105,Timber,92.96,17,600,948192.0
P089,29,Beam,81,7,85,Aluminum,18.26,18,1100,361548.0
P011,32,Beam,241,3,244,Steel,11.06,22,850,206822.00000000003
P062,19,Wall,324,8,323,Timber,56.7,15,600,510300.0
P036,32,Wall,181,9,180,Timber,47.15,6,600,169740.0
P039,20,Wall,293,8,291,Timber,50.61,10,600,303660.0
P053,20,Slab,83,8,84,Aluminum,51.27,9,1100,507573.0
P090,8,Column,54,7,52,Steel,90.57,7,850,538891.5
P078,13,Column,90,5,92,Steel,67.3,11,850,629255.0
P056,6,Beam,203,4,206,Aluminum,49.81,7,1100,383537.0
P001,16,Slab,31,4,32,Timber,50.93,17,600,519485.99999999994
P056,5,Wall,193,3,193,Aluminum,86.01,6,1100,567666.0000000001
P004,34,Wall,100,3,102,Aluminum,29.54,6,1100,194964.0
P030,6,Beam,349,3,348,Steel,11.33,22,850,211871.0
P012,33,Beam,89,4,87,Aluminum,53.04,8,1100,466752.0
P035,15,Slab,123,5,121,Timber,96.44,21,600,1215144.0
P077,15,Column,47,3,52,Aluminum,83.29,15,1100,1374285.0000000002
P052,14,Column,146,3,146,Aluminum,46.76,11,1100,565796.0
P031,5,Wall,3,9,1,Aluminum,25.76,6,1100,170016.0
P087,26,Beam,18,4,16,Timber,61.31,19,600,698934.0000000001
P068,17,Slab,314,8,318,Aluminum,89.17,18,1100,1765566.0
P052,16,Wall,327,5,328,Steel,74.55,18,850,1140615.0
P080,23,Column,81,3,83,Aluminum,58.62,10,1100,644819.9999999999
P007,13,Column,153,5,154,Aluminum,76.14,9,1100,753786.0
P022,33,Slab,308,6,309,Steel,96.82,18,850,1481345.9999999998
P093,29,Wall,299,8,297,Steel,59.74,8,850,406232.0
P075,34,Slab,67,8,71,Steel,59.98,18,850,917693.9999999999
P056,34,Wall,89,3,91,Steel,53.07,9,850,405985.5
P097,27,Column,135,3,133,Steel,61.0,16,850,829600.0
P058,15,Beam,202,9,205,Steel,67.16,17,850,970462.0
P093,9,Beam,179,4,183,Timber,28.39,16,600,272544.0
P064,26,Column,339,8,342,Aluminum,61.12,21,1100,1411872.0
P012,3,Beam,79,9,83,Timber,11.21,22,600,147972.0
P007,5,Beam,85,6,83,Timber,94.41,16,600,906336.0
P055,20,Wall,21,6,22,Steel,13.41,13,850,148180.5
P062,20,Slab,165,6,168,Aluminum,96.23,23,1100,2434619.0
P090,5,Wall,28,7,27,Timber,97.21,19,600,1108193.9999999998
P073,10,Slab,237,4,240,Aluminum,57.41,13,1100,820962.9999999999
P098,16,Slab,288,4,287,Aluminum,39.92,17,1100,746504.0
P077,25,Beam,185,3,189,Steel,26.65,19,850,430397.5
P055,25,Slab,310,4,311,Aluminum,24.6,16,1100,432960.0
P036,30,Slab,155,3,156,Timber,31.41,14,600,263844.0
P089,14,Column,123,9,121,Timber,52.86,7,600,222012.0
P024,22,Slab,87,3,89,Steel,76.86,14,850,914634.0
P044,28,Column,202,7,205,Timber,45.89,22,600,605748.0
P017,30,Wall,40,9,38,Steel,80.29,14,850,955451.0000000001
P002,19,Beam,169,4,167,Timber,60.81,8,600,291888.0
P013,20,Slab,70,4,70,Timber,11.73,7,600,49266.0
P031,22,Column,280,7,278,Steel,21.86,24,850,445944.0
P093,15,Wall,330,7,332,Aluminum,61.5,22,1100,1488300.0
P028,11,Wall,354,9,352,Steel,24.5,21,850,437325.0
P060,34,Wall,328,9,333,Aluminum,64.75,9,1100,641025.0
P027,24,Column,27,4,28,Aluminum,50.08,24,1100,1322112.0
P015,6,Column,345,4,347,Steel,72.11,14,850,858109.0
P095,17,Beam,131,9,134,Steel,36.23,6,850,184773.0
P079,28,Slab,277,3,278,Steel,83.95,5,850,356787.5
P033,31,Wall,295,5,299,Aluminum,45.0,20,1100,990000.0
P020,9,Beam,288,8,288,Aluminum,81.7,14,1100,1258180.0
P042,10,Column,254,3,254,Aluminum,11.74,7,1100,90398.00000000001
P012,21,Beam,85,6,87,Aluminum,45.38,8,1100,399344.0
P073,34,Wall,9,6,12,Steel,29.82,5,850,126735.0
P023,31,Wall,50,5,54,Steel,49.93,16,850,679048.0
P072,29,Beam,1,8,0,Aluminum,95.21,17,1100,1780427.0
P096,11,Wall,4,7,8,Timber,24.31,12,600,175031.99999999997
P014,33,Column,4,6,3,Steel,17.92,23,850,350336.0
P091,1,Wall,90,7,92,Timber,15.26,9,600,82404.0
P025,21,Slab,162,7,164,Timber,21.1,16,600,202560.0
P077,23,Slab,155,3,159,Timber,15.58,23,600,215003.99999999997
P085,9,Wall,15,7,19,Aluminum,71.63,8,1100,630344.0
P031,1,Beam,32,5,33,Steel,20.57,19,850,332205.5
P054,21,Wall,63,3,63,Timber,27.77,17,600,283254.0
P005,22,Slab,364,5,369,Aluminum,68.1,17,1100,1273469.9999999998
P013,4,Column,108,7,113,Steel,50.15,7,850,298392.5
P028,1,Slab,14,6,16,Aluminum,14.92,12,1100,196944.0
P043,10,Wall,23,8,21,Steel,97.36,10,850,827560.0
P089,15,Wall,111,7,112,Steel,63.99,21,850,1142221.5
P099,29,Beam,321,5,321,Aluminum,65.24,15,1100,1076460.0
P047,5,Wall,160,4,161,Timber,86.73,11,600,572418.0
P071,29,Wall,41,4,41,Steel,91.82,19,850,1482893.0
P038,27,Column,282,6,280,Steel,15.14,8,850,102952.0
P096,25,Column,304,9,304,Timber,16.15,12,600,116279.99999999999
P067,16,Column,144,8,145,Steel,79.89,6,850,407439.0
P062,16,Beam,288,5,292,Timber,72.63,15,600,653669.9999999999
P039,25,Beam,153,6,158,Steel,29.51,12,850,301002.0
P037,1,Slab,82,3,82,Timber,38.91,23,600,536958.0
P086,5,Beam,226,7,227,Steel,64.99,9,850,497173.5
P008,20,Column,152,9,154,Steel,81.01,22,850,1514887.0
P081,5,Beam,259,3,264,Steel,64.28,10,850,546380.0
P052,29,Wall,318,4,316,Timber,81.28,23,600,1121664.0
P091,34,Beam,79,7,80,Steel,30.58,24,850,623832.0
P033,18,Wall,195,3,200,Aluminum,39.8,9,1100,394020.0
P081,2,Slab,223,4,222,Aluminum,19.15,17,1100,358104.99999999994
P042,16,Wall,266,8,265,Aluminum,98.63,16,1100,1735888.0
P076,29,Column,230,3,233,Steel,82.81,13,850,915050.5
P027,33,Slab,150,7,153,Timber,74.42,9,600,401868.0
P008,16,Slab,136,3,136,Timber,27.53,21,600,346878.0
P023,17,Slab,123,9,125,Steel,72.88,22,850,1362856.0
P064,4,Column,358,9,360,Aluminum,87.62,7,1100,674674.0
P093,4,Wall,110,7,109,Timber,82.93,23,600,1144434.0
P020,25,Slab,143,3,143,Steel,77.92,19,850,1258408.0
P016,33,Column,70,6,75,Timber,44.84,21,600,564984.0000000001
P017,14,Slab,54,8,59,Aluminum,79.03,13,1100,1130129.0
P080,24,Slab,332,3,334,Aluminum,53.61,8,1100,471768.0
P019,11,Column,40,3,42,Timber,46.41,13,600,361997.99999999994
P008,25,Beam,197,9,201,Steel,96.83,8,850,658444.0
P038,28,Slab,27,9,32,Steel,23.2,7,850,138040.0
P038,7,Beam,330,6,330,Timber,87.82,13,600,684995.9999999999
P053,10,Slab,299,9,300,Aluminum,38.99,15,1100,643335.0
P093,31,Beam,180,4,179,Steel,56.48,15,850,720120.0
P100,19,Wall,46,7,49,Timber,42.66,24,600,614304.0
P090,18,Beam,142,5,146,Timber,55.29,12,600,398088.0
P031,6,Beam,320,4,322,Aluminum,83.66,6,1100,552156.0
P044,28,Beam,98,7,102,Aluminum,26.47,20,1100,582340.0
P060,7,Beam,126,3,130,Steel,77.93,6,850,397443.00000000006
P076,12,Wall,58,4,59,Steel,50.13,24,850,1022652.0000000001
P017,34,Column,177,3,178,Steel,94.15,9,850,720247.5
P079,25,Beam,207,4,208,Aluminum,59.23,13,1100,846989.0
P073,17,Column,285,4,286,Timber,13.72,6,600,49392.00000000001
P039,33,Slab,154,5,152,Steel,91.92,13,850,1015716.0
P042,23,Column,27,6,25,Steel,93.2,15,850,1188300.0
P048,9,Beam,323,4,326,Steel,26.19,12,850,267138.0
P012,6,Column,163,9,163,Timber,97.54,11,600,643764.0
P096,2,Wall,250,3,249,Steel,50.12,10,850,426020.0
P089,9,Wall,188,5,193,Steel,92.3,24,850,1882919.9999999998
P018,3,Beam,334,4,334,Aluminum,42.77,19,1100,893893.0000000001
P079,16,Column,90,9,95,Aluminum,12.04,19,1100,251636.0
P096,25,Slab,131,6,135,Aluminum,81.55,11,1100,986755.0
P006,24,Wall,298,3,296,Timber,89.72,12,600,645983.9999999999
P043,29,Beam,13,5,18,Aluminum,24.65,21,1100,569415.0
P035,26,Wall,29,7,29,Steel,59.86,23,850,1170263.0
P098,23,Beam,265,8,265,Steel,84.84,6,850,432684.0
P054,4,Column,32,6,33,Timber,51.54,13,600,402012.0
P062,14,Column,150,9,152,Timber,80.95,6,600,291420.0
P069,7,Column,86,7,84,Steel,67.43,17,850,974363.5000000001
P082,8,Column,58,7,56,Timber,74.87,16,600,718752.0
P016,19,Column,57,5,57,Steel,92.69,8,850,630292.0
P008,2,Beam,25,5,27,Aluminum,47.51,23,1100,1202003.0
P089,1,Wall,190,5,190,Steel,79.39,12,850,809778.0
P096,13,Slab,76,9,75,Timber,74.14,17,600,756228.0000000001
P090,24,Wall,339,9,337,Aluminum,49.51,18,1100,980298.0
P086,32,Column,225,7,230,Steel,44.31,11,850,414298.5
P031,30,Wall,183,8,184,Timber,89.32,5,600,267960.0
P010,6,Wall,154,3,155,Timber,28.43,15,600,255870.0
P056,33,Beam,269,5,270,Aluminum,38.67,21,1100,893277.0
P076,23,Slab,278,6,281,Steel,97.7,21,850,1743945.0000000002
P092,10,Slab,340,5,343,Steel,34.96,19,850,564604.0
P070,15,Column,363,8,361,Timber,88.52,14,600,743568.0
P020,23,Beam,23,5,21,Aluminum,43.43,20,1100,955460.0
P005,1,Beam,14,8,15,Steel,59.61,9,850,456016.5
P023,8,Beam,94,5,99,Aluminum,45.85,6,1100,302610.0
P009,3,Beam,343,7,348,Timber,29.92,11,600,197472.0
P058,14,Beam,52,8,56,Steel,72.2,7,850,429590.0
P059,17,Slab,339,3,337,Timber,96.99,19,600,1105686.0
P093,34,Slab,41,5,46,Steel,90.35,15,850,1151962.5
P080,6,Wall,164,7,169,Timber,98.67,5,600,296010.0
P054,5,Slab,6,6,7,Steel,72.2,20,850,1227400.0
P046,29,Beam,138,3,137,Aluminum,13.1,15,1100,216150.0
P022,18,Wall,99,7,98,Steel,59.87,24,850,1221348.0
P064,30,Slab,341,8,340,Steel,66.03,24,850,1347012.0
P008,15,Wall,224,4,224,Timber,20.81,23,600,287178.0
P020,15,Slab,316,6,316,Steel,84.56,11,850,790636.0000000001
P051,16,Column,30,6,32,Steel,75.71,22,850,1415777.0
P078,33,Slab,225,4,230,Steel,50.36,14,850,599284.0
P039,10,Wall,326,7,328,Timber,36.28,12,600,261216.0
P037,19,Column,261,7,263,Steel,29.96,6,850,152796.0
P050,3,Beam,247,9,246,Aluminum,96.8,11,1100,1171280.0
P034,4,Wall,79,8,84,Aluminum,82.19,12,1100,1084908.0
P075,11,Beam,185,6,184,Timber,72.4,23,600,999120.0
P033,33,Beam,299,9,298,Steel,95.35,10,850,810475.0
P031,28,Wall,180,7,185,Timber,28.32,5,600,84960.0
P054,32,Beam,77,4,75,Steel,87.18,15,850,1111545.0
P044,16,Wall,262,9,260,Timber,62.51,24,600,900144.0
P034,9,Wall,229,7,228,Steel,93.97,8,850,638996.0
P071,11,Slab,2,6,3,Steel,69.45,16,850,944520.0
P062,6,Column,17,7,19,Timber,76.74,13,600,598571.9999999999
P023,27,Beam,344,3,344,Timber,30.0,12,600,216000.0
P046,12,Beam,12,4,14,Timber,41.05,10,600,246300.0
P056,22,Column,182,4,183,Steel,37.21,22,850,695827.0
P007,21,Column,334,5,339,Timber,72.47,23,600,1000086.0
P089,33,Column,7,7,12,Steel,47.01,24,850,959004.0
P061,17,Column,246,8,249,Aluminum,87.4,22,1100,2115080.0
P003,29,Column,157,4,155,Aluminum,29.13,5,1100,160215.0
P038,10,Slab,174,7,178,Steel,81.61,13,850,901790.5
P084,18,Wall,329,3,328,Steel,83.19,17,850,1202095.5
P034,13,Column,334,9,332,Timber,66.51,16,600,638496.0
P044,27,Slab,181,6,186,Steel,23.35,22,850,436645.00000000006
P030,10,Column,281,6,279,Steel,39.4,11,850,368390.0
P017,32,Column,309,5,314,Aluminum,45.8,15,1100,755700.0
P059,3,Beam,237,5,238,Timber,51.89,22,600,684948.0
P010,22,Beam,157,8,155,Timber,76.31,14,600,641004.0000000001
P099,27,Beam,251,4,249,Steel,40.45,12,850,412590.0
P084,3,Beam,221,8,225,Timber,11.64,18,600,125712.0
P018,33,Wall,338,4,340,Aluminum,87.95,18,1100,1741410.0000000002
P045,2,Wall,223,4,225,Aluminum,48.91,17,1100,914616.9999999999
P091,11,Beam,211,3,214,Aluminum,35.46,11,1100,429066.0
P059,10,Beam,337,5,342,Steel,83.73,19,850,1352239.5
P062,33,Column,134,5,135,Steel,89.1,10,850,757350.0
P059,7,Column,332,6,336,Aluminum,75.79,16,1100,1333904.0
P049,15,Beam,259,5,258,Aluminum,41.89,15,1100,691185.0
P100,26,Beam,35,5,39,Timber,30.8,22,600,406560.0
P063,11,Beam,183,3,185,Timber,74.15,8,600,355920.0
P087,27,Column,303,8,307,Timber,15.17,8,600,72816.0
P032,7,Beam,161,4,166,Timber,45.19,17,600,460938.0
P010,1,Beam,93,8,96,Aluminum,78.29,11,1100,947309.0000000001
P011,10,Wall,197,9,195,Timber,62.66,23,600,864707.9999999999
P070,21,Wall,315,9,318,Aluminum,76.05,8,1100,669240.0
P062,15,Column,206,3,209,Aluminum,61.56,5,1100,338580.0
P047,30,Wall,352,7,352,Steel,31.57,12,850,322014.0
P034,30,Column,18,6,20,Timber,53.49,16,600,513504.0
P100,8,Slab,234,6,237,Aluminum,79.58,16,1100,1400608.0
P017,24,Beam,333,6,336,Steel,30.74,24,850,627096.0
P054,19,Column,66,8,66,Steel,96.67,15,850,1232542.5
P076,3,Wall,244,4,243,Aluminum,28.26,21,1100,652806.0
P085,15,Slab,276,4,281,Aluminum,11.28,21,1100,260568.0
P040,6,Wall,199,4,204,Timber,80.03,16,600,768288.0
P019,18,Column,18,6,16,Timber,93.56,16,600,898176.0
P067,19,Slab,72,6,74,Aluminum,32.2,21,1100,743820.0
P082,30,Wall,155,8,159,Aluminum,23.96,13,1100,342628.0
P053,13,Slab,170,8,169,Steel,30.15,17,850,435667.49999999994
P064,12,Beam,322,9,326,Steel,66.51,21,850,1187203.5
P083,34,Beam,355,6,359,Steel,62.11,5,850,263967.5
P047,12,Slab,282,7,283,Steel,65.92,7,850,392224.0
P006,24,Wall,151,7,150,Steel,10.7,12,850,109139.99999999999
P016,4,Wall,261,9,262,Timber,24.13,12,600,173736.0
P072,14,Wall,80,8,81,Steel,31.89,12,850,325278.0
P018,17,Beam,106,6,108,Aluminum,72.74,10,1100,800140.0
P052,3,Column,11,4,11,Timber,64.79,19,600,738606.0000000001
P048,23,Column,208,4,209,Steel,66.15,9,850,506047.5
P043,13,Slab,130,7,128,Steel,61.36,10,850,521560.0
P039,9,Wall,171,7,173,Steel,77.01,10,850,654585.0
P049,21,Slab,33,6,36,Aluminum,94.75,14,1100,1459150.0
P012,8,Column,24,6,27,Steel,70.62,23,850,1380621.0000000002
P010,17,Column,197,4,198,Aluminum,77.05,6,1100,508529.99999999994
P071,16,Wall,46,8,48,Aluminum,64.74,11,1100,783354.0
P055,16,Slab,274,5,272,Steel,81.79,23,850,1598994.5
P001,28,Wall,231,8,233,Steel,94.87,17,850,1370871.5
P049,16,Column,133,9,137,Timber,64.46,8,600,309407.99999999994
P036,14,Column,264,4,266,Timber,26.29,15,600,236609.99999999997
P021,20,Wall,85,8,89,Timber,79.32,22,600,1047024.0
P037,34,Slab,313,4,316,Aluminum,68.57,15,1100,1131405.0
P024,29,Beam,5,6,6,Steel,94.02,17,850,1358589.0
P055,3,Wall,269,5,268,Timber,34.49,14,600,289716.0
P025,10,Column,339,5,344,Aluminum,97.3,21,1100,2247630.0
P007,20,Beam,221,9,223,Timber,59.66,8,600,286368.0
P081,2,Wall,194,6,199,Timber,96.76,7,600,406392.00000000006
P093,27,Beam,346,3,347,Steel,80.56,11,850,753236.0000000001
P094,32,Wall,69,6,72,Steel,87.94,20,850,1494980.0
P071,10,Column,288,7,293,Aluminum,39.15,10,1100,430650.0
P097,17,Wall,358,8,356,Steel,29.75,22,850,556325.0
P071,33,Beam,176,5,180,Timber,66.17,5,600,198510.0
P024,6,Slab,325,9,323,Aluminum,43.69,23,1100,1105356.9999999998
P011,18,Column,239,6,244,Aluminum,98.73,14,1100,1520442.0
P073,9,Column,179,4,178,Aluminum,54.59,7,1100,420343.0
P012,8,Beam,256,4,254,Aluminum,19.94,15,1100,329010.0
P035,25,Wall,211,8,212,Steel,54.89,11,850,513221.49999999994
P063,31,Wall,227,4,226,Timber,58.16,10,600,348959.99999999994
P068,4,Wall,72,9,76,Steel,10.43,18,850,159579.0
P100,20,Column,65,6,68,Steel,32.09,24,850,654636.0000000001
P092,28,Column,166,3,167,Aluminum,10.12,12,1100,133584.0
P057,1,Beam,214,9,217,Steel,60.49,15,850,771247.5
P013,23,Wall,17,7,22,Steel,36.29,6,850,185079.0
P023,13,Wall,336,4,339,Timber,25.59,11,600,168894.0
P083,16,Beam,173,6,172,Aluminum,85.47,21,1100,1974356.9999999998
P039,26,Column,129,3,128,Steel,12.7,9,850,97155.0
P088,31,Column,3,5,4,Aluminum,72.25,10,1100,794750.0
P080,1,Slab,248,9,247,Timber,61.57,21,600,775782.0
P097,17,Slab,70,9,71,Steel,79.44,19,850,1282956.0
P012,16,Wall,52,9,50,Timber,21.9,7,600,91979.99999999999
P034,10,Column,259,9,263,Timber,88.44,22,600,1167408.0
P071,31,Wall,239,5,237,Aluminum,38.95,19,1100,814055.0000000001
P075,10,Column,94,8,98,Aluminum,10.77,8,1100,94776.0
P031,34,Slab,47,7,52,Aluminum,69.1,14,1100,1064139.9999999998
P093,6,Beam,75,6,77,Steel,87.34,15,850,1113585.0
P062,28,Column,91,6,91,Aluminum,41.83,5,1100,230064.99999999997
P013,28,Slab,86,4,86,Steel,57.48,14,850,684011.9999999999
P031,13,Slab,6,3,4,Timber,47.11,19,600,537054.0
P002,12,Column,230,7,232,Aluminum,13.82,12,1100,182424.0
P015,2,Wall,351,3,356,Timber,77.78,13,600,606684.0
P057,8,Column,317,9,317,Aluminum,94.73,5,1100,521015.00000000006
P075,9,Slab,43,9,44,Timber,47.81,16,600,458976.0
P034,8,Column,312,9,313,Steel,23.0,20,850,391000.0
P068,3,Beam,198,7,197,Timber,55.46,11,600,366036.00000000006
P075,9,Wall,303,6,308,Steel,91.43,16,850,1243448.0
P029,13,Column,182,6,182,Aluminum,64.52,16,1100,1135552.0
P066,9,Slab,169,7,172,Aluminum,29.11,15,1100,480315.0
P016,31,Slab,203,3,208,Aluminum,59.79,20,1100,1315380.0
P039,25,Wall,194,8,195,Steel,39.42,12,850,402084.0
P077,8,Column,31,5,31,Aluminum,12.12,23,1100,306636.0
P037,31,Slab,102,5,101,Steel,92.23,12,850,940746.0
P081,31,Wall,64,9,62,Steel,81.5,9,850,623475.0
P021,17,Beam,346,4,348,Timber,93.17,21,600,1173942.0
P044,19,Wall,91,4,94,Aluminum,71.45,20,1100,1571900.0
P019,3,Column,250,8,249,Timber,50.48,8,600,242303.99999999997
P071,30,Column,183,3,182,Steel,54.39,22,850,1017092.9999999999
P008,10,Slab,302,8,301,Timber,28.42,16,600,272832.0
P077,29,Beam,351,6,353,Aluminum,44.77,8,1100,393976.0
P066,18,Column,280,3,281,Steel,24.75,22,850,462825.0
P041,12,Slab,205,7,205,Timber,52.61,11,600,347226.0
P075,23,Wall,89,9,87,Aluminum,68.13,6,1100,449657.99999999994
P088,11,Wall,293,5,297,Aluminum,33.09,6,1100,218394.00000000003
P070,9,Column,285,4,283,Timber,94.94,17,600,968388.0
P061,24,Beam,159,3,162,Steel,68.22,8,850,463896.0
P026,25,Slab,363,3,365,Aluminum,29.79,9,1100,294921.0
P071,25,Column,130,7,128,Steel,25.03,16,850,340408.0
P083,9,Slab,248,9,251,Aluminum,25.3,15,1100,417450.0
P070,12,Wall,140,9,145,Steel,97.65,7,850,581017.5
P029,11,Slab,189,6,192,Steel,31.3,15,850,399075.0
P066,28,Wall,91,9,96,Aluminum,25.15,13,1100,359645.0
P019,8,Beam,56,6,58,Timber,24.76,12,600,178272.0
P068,10,Beam,226,9,228,Timber,40.99,12,600,295128.0
P058,25,Wall,334,9,334,Timber,65.38,14,600,549192.0
P070,9,Column,327,5,327,Steel,17.12,10,850,145520.0
P057,8,Wall,165,8,167,Timber,24.35,22,600,321420.0
P037,3,Slab,36,8,36,Timber,97.88,10,600,587280.0
P061,18,Slab,330,4,331,Aluminum,65.6,16,1100,1154560.0
P092,17,Slab,29,6,28,Steel,22.57,20,850,383690.0
P030,28,Column,80,6,78,Timber,59.51,20,600,714120.0
P071,15,Beam,358,6,356,Aluminum,31.68,8,1100,278784.0
P073,19,Beam,169,8,173,Steel,97.63,22,850,1825680.9999999998
P025,22,Slab,33,3,31,Aluminum,44.99,17,1100,841313.0
P097,6,Column,93,9,91,Timber,22.81,7,600,95801.99999999999
P065,7,Slab,112,9,113,Steel,65.17,16,850,886312.0
P006,9,Beam,209,6,210,Steel,22.36,24,850,456144.0
P018,20,Wall,194,8,193,Timber,56.63,23,600,781494.0
P010,11,Slab,264,7,266,Aluminum,86.7,9,1100,858330.0000000001
P092,2,Slab,247,8,247,Steel,41.12,23,850,803896.0
P011,22,Slab,118,5,117,Steel,52.97,23,850,1035563.5
P097,5,Beam,228,6,232,Steel,19.75,16,850,268600.0
P065,7,Column,9,4,7,Timber,68.17,9,600,368118.0
P077,6,Wall,199,3,199,Aluminum,20.09,6,1100,132594.0
P084,22,Wall,277,9,281,Timber,39.43,20,600,473160.0
P065,10,Wall,129,7,128,Steel,85.71,8,850,582828.0
P052,20,Slab,302,8,300,Aluminum,23.49,19,1100,490940.99999999994
P067,28,Beam,62,5,61,Aluminum,85.62,14,1100,1318548.0
P082,23,Wall,2,3,0,Timber,66.75,10,600,400500.0
P078,1,Slab,360,7,365,Timber,22.69,11,600,149754.0
P031,29,Column,331,3,334,Steel,25.16,6,850,128316.0
P091,9,Slab,357,5,355,Timber,69.69,8,600,334512.0
P017,9,Wall,172,5,177,Timber,75.63,19,600,862181.9999999999
P055,22,Wall,245,6,250,Timber,69.02,17,600,704004.0
P093,2,Column,88,4,93,Timber,74.26,13,600,579228.0000000001
P036,16,Beam,83,6,86,Timber,42.54,9,600,229716.0
P026,6,Column,5,8,6,Steel,10.13,21,850,180820.50000000003
P053,13,Column,349,9,347,Aluminum,57.6,10,1100,633600.0
P017,33,Wall,39,3,38,Timber,63.51,18,600,685908.0
P086,19,Wall,322,6,322,Aluminum,71.89,9,1100,711711.0
P025,15,Beam,301,5,302,Aluminum,30.82,6,1100,203412.00000000003
P002,33,Wall,75,5,78,Timber,25.32,18,600,273456.0
P086,10,Column,101,5,101,Timber,84.73,23,600,1169274.0
P005,1,Column,141,6,144,Aluminum,85.72,23,1100,2168716.0
P004,12,Beam,93,9,98,Steel,98.88,17,850,1428816.0
P036,29,Wall,119,8,124,Aluminum,40.58,16,1100,714208.0
P006,17,Wall,288,8,292,Steel,15.31,5,850,65067.5
P021,4,Column,109,7,111,Aluminum,52.83,7,1100,406791.0
P077,29,Column,43,6,48,Timber,53.18,14,600,446712.0
P089,7,Wall,136,6,136,Steel,13.29,12,850,135558.0
P026,13,Slab,330,6,335,Aluminum,61.76,17,1100,1154912.0
P055,5,Column,217,6,219,Steel,33.47,23,850,654338.5
P039,6,Column,156,5,160,Timber,20.72,7,600,87024.0
P084,34,Column,39,9,41,Steel,64.44,7,850,383418.0
P033,7,Beam,282,4,283,Timber,35.41,22,600,467412.0
P014,28,Wall,328,6,328,Timber,60.54,7,600,254267.99999999997
P056,10,Wall,358,6,361,Steel,11.37,16,850,154632.0
P100,4,Wall,26,4,24,Timber,42.96,6,600,154656.0
P081,3,Column,32,6,33,Timber,87.89,12,600,632808.0
P021,25,Wall,46,9,47,Timber,68.51,18,600,739908.0
P046,23,Wall,156,4,154,Steel,88.08,23,850,1721964.0
P016,27,Wall,244,5,244,Timber,76.64,15,600,689760.0
P016,14,Beam,35,7,38,Aluminum,74.77,20,1100,1644939.9999999998
P084,32,Beam,278,6,279,Timber,88.3,18,600,953639.9999999999
